INSERT INTO BUSSCHEDULE VALUES ('SE0001', 'R004', 'D009', 'FBG6123', TO_DATE('01-JAN-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:46', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE1574', 'R004', 'D035', 'AOI9521', TO_DATE('06-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:31', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE1575', 'R001', 'D037', 'CJF1753', TO_DATE('07-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:48', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE1576', 'R002', 'D035', 'AOI9521', TO_DATE('07-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:54', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE1577', 'R006', 'D004', 'HGA1514', TO_DATE('07-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:21', 'HH24:MI'), 'DELAYED', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE1578', 'R004', 'D016', 'FCG2912', TO_DATE('07-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:30', 'HH24:MI'), 'DELAYED', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE1579', 'R008', 'D026', 'MKE1591', TO_DATE('08-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:48', 'HH24:MI'), 'ON TIME', 38);
INSERT INTO BUSSCHEDULE VALUES ('SE1580', 'R007', 'D002', 'KLM1684', TO_DATE('09-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:39', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE1581', 'R002', 'D020', 'KLM1684', TO_DATE('11-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:31', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE1582', 'R010', 'D012', 'CGI2532', TO_DATE('11-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:28', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE1583', 'R001', 'D009', 'KJB8298', TO_DATE('12-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:21', 'HH24:MI'), 'ON TIME', 37);
INSERT INTO BUSSCHEDULE VALUES ('SE1584', 'R006', 'D026', 'FBG6123', TO_DATE('12-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:38', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE1585', 'R004', 'D018', 'KOE8352', TO_DATE('13-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:27', 'HH24:MI'), 'DELAYED', 26);
INSERT INTO BUSSCHEDULE VALUES ('SE1586', 'R007', 'D010', 'CJF1753', TO_DATE('13-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('14:28', 'HH24:MI'), 'DELAYED', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE1587', 'R010', 'D017', 'BAJ1333', TO_DATE('13-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:39', 'HH24:MI'), 'ON TIME', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE1588', 'R008', 'D032', 'CJF1753', TO_DATE('13-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:50', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE1589', 'R007', 'D024', 'HBD9947', TO_DATE('14-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:30', 'HH24:MI'), 'DELAYED', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE1590', 'R008', 'D025', 'ILD8716', TO_DATE('15-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:11', 'HH24:MI'), 'ON TIME', 35);
INSERT INTO BUSSCHEDULE VALUES ('SE1591', 'R007', 'D001', 'LHI8711', TO_DATE('15-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:38', 'HH24:MI'), 'ON TIME', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE1592', 'R006', 'D021', 'CJF1753', TO_DATE('16-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:47', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE1593', 'R002', 'D026', 'JLG8441', TO_DATE('16-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:49', 'HH24:MI'), 'ON TIME', 7);
INSERT INTO BUSSCHEDULE VALUES ('SE1594', 'R008', 'D007', 'KOE8352', TO_DATE('16-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:43', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE1595', 'R002', 'D032', 'CGI2532', TO_DATE('17-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:45', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE1596', 'R008', 'D033', 'GIH5437', TO_DATE('18-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('12:20', 'HH24:MI'), 'DELAYED', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE1597', 'R010', 'D019', 'BAJ1333', TO_DATE('18-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:58', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE1598', 'R003', 'D017', 'AOI9521', TO_DATE('18-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:15', 'HH24:MI'), 'DELAYED', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE1599', 'R003', 'D016', 'GIH5437', TO_DATE('20-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:57', 'HH24:MI'), 'ON TIME', 26);
INSERT INTO BUSSCHEDULE VALUES ('SE1600', 'R005', 'D003', 'KOE8352', TO_DATE('21-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:29', 'HH24:MI'), 'ON TIME', 26);
INSERT INTO BUSSCHEDULE VALUES ('SE1601', 'R002', 'D001', 'FGD4177', TO_DATE('21-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:49', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE1602', 'R008', 'D027', 'LOG2731', TO_DATE('21-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:51', 'HH24:MI'), 'ON TIME', 29);
INSERT INTO BUSSCHEDULE VALUES ('SE1603', 'R006', 'D008', 'KJB8298', TO_DATE('22-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:48', 'HH24:MI'), 'DELAYED', 29);
INSERT INTO BUSSCHEDULE VALUES ('SE1604', 'R010', 'D003', 'FMA5211', TO_DATE('22-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:57', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE1605', 'R005', 'D028', 'FBG6123', TO_DATE('22-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:17', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE1606', 'R002', 'D001', 'OHI2258', TO_DATE('22-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:32', 'HH24:MI'), 'ON TIME', 5);
INSERT INTO BUSSCHEDULE VALUES ('SE1607', 'R004', 'D033', 'FCG2912', TO_DATE('24-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:30', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE1608', 'R003', 'D005', 'FCG2912', TO_DATE('25-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('14:39', 'HH24:MI'), 'ON TIME', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE1609', 'R008', 'D021', 'LHI8711', TO_DATE('27-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('12:33', 'HH24:MI'), 'DELAYED', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE1610', 'R001', 'D030', 'AOI9521', TO_DATE('27-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:20', 'HH24:MI'), 'DELAYED', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE1611', 'R008', 'D022', 'HGG3653', TO_DATE('27-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:39', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE1612', 'R004', 'D004', 'ELJ4854', TO_DATE('27-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:44', 'HH24:MI'), 'ON TIME', 37);
INSERT INTO BUSSCHEDULE VALUES ('SE1613', 'R010', 'D032', 'ILD8716', TO_DATE('28-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:34', 'HH24:MI'), 'ON TIME', 33);
INSERT INTO BUSSCHEDULE VALUES ('SE1614', 'R004', 'D015', 'IDO7977', TO_DATE('29-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:17', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE1615', 'R005', 'D017', 'HNF8387', TO_DATE('30-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('14:44', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE1616', 'R006', 'D024', 'CGI2532', TO_DATE('30-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:37', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE1617', 'R003', 'D007', 'CIH6968', TO_DATE('30-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:14', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE1618', 'R006', 'D010', 'KCD9945', TO_DATE('30-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:48', 'HH24:MI'), 'DELAYED', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE1619', 'R007', 'D031', 'FCG2912', TO_DATE('31-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:33', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE1620', 'R010', 'D040', 'HNF8387', TO_DATE('01-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:39', 'HH24:MI'), 'DELAYED', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE1621', 'R007', 'D028', 'ELJ4854', TO_DATE('01-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:59', 'HH24:MI'), 'ON TIME', 31);
INSERT INTO BUSSCHEDULE VALUES ('SE1622', 'R008', 'D029', 'LHI8711', TO_DATE('02-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('13:44', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE1623', 'R001', 'D034', 'FBG6123', TO_DATE('02-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:35', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE1624', 'R010', 'D011', 'KJB8298', TO_DATE('04-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:58', 'HH24:MI'), 'ON TIME', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE1625', 'R007', 'D015', 'HGG3653', TO_DATE('04-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:50', 'HH24:MI'), 'ON TIME', 6);
INSERT INTO BUSSCHEDULE VALUES ('SE1626', 'R003', 'D029', 'GIH5437', TO_DATE('04-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:52', 'HH24:MI'), 'ON TIME', 27);
INSERT INTO BUSSCHEDULE VALUES ('SE1627', 'R006', 'D017', 'EAK2589', TO_DATE('05-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('10:50', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE1628', 'R002', 'D004', 'EAK2589', TO_DATE('07-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:24', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE1629', 'R009', 'D027', 'FCG2912', TO_DATE('07-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:34', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE1630', 'R006', 'D026', 'CIH6968', TO_DATE('07-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:20', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE1631', 'R002', 'D014', 'CJF1753', TO_DATE('07-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:54', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE1632', 'R007', 'D012', 'LOG2731', TO_DATE('08-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:30', 'HH24:MI'), 'ON TIME', 33);
INSERT INTO BUSSCHEDULE VALUES ('SE1633', 'R005', 'D034', 'BAJ1333', TO_DATE('08-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:36', 'HH24:MI'), 'ON TIME', 29);
INSERT INTO BUSSCHEDULE VALUES ('SE1634', 'R004', 'D017', 'LHI8711', TO_DATE('09-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:25', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE1635', 'R008', 'D015', 'KLM1684', TO_DATE('09-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:20', 'HH24:MI'), 'DELAYED', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE1636', 'R002', 'D023', 'KOE8352', TO_DATE('11-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:53', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE1637', 'R007', 'D019', 'OHI2258', TO_DATE('11-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:31', 'HH24:MI'), 'ON TIME', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE1638', 'R005', 'D014', 'LOG2731', TO_DATE('11-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:57', 'HH24:MI'), 'ON TIME', 29);
INSERT INTO BUSSCHEDULE VALUES ('SE1639', 'R009', 'D027', 'BAJ1333', TO_DATE('12-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:21', 'HH24:MI'), 'ON TIME', 29);
INSERT INTO BUSSCHEDULE VALUES ('SE1640', 'R007', 'D040', 'AOI9521', TO_DATE('12-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:36', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE1641', 'R003', 'D037', 'KLM1684', TO_DATE('13-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:13', 'HH24:MI'), 'ON TIME', 2);
INSERT INTO BUSSCHEDULE VALUES ('SE1642', 'R007', 'D004', 'HGA1514', TO_DATE('15-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:48', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE1643', 'R008', 'D016', 'HGG3653', TO_DATE('16-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:35', 'HH24:MI'), 'DELAYED', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE1644', 'R006', 'D036', 'HLL5666', TO_DATE('16-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:49', 'HH24:MI'), 'DELAYED', 31);
INSERT INTO BUSSCHEDULE VALUES ('SE1645', 'R001', 'D006', 'CIH6968', TO_DATE('16-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:52', 'HH24:MI'), 'ON TIME', 5);
INSERT INTO BUSSCHEDULE VALUES ('SE1646', 'R007', 'D021', 'KJB8298', TO_DATE('16-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:56', 'HH24:MI'), 'ON TIME', 29);
INSERT INTO BUSSCHEDULE VALUES ('SE1647', 'R006', 'D015', 'KLM1684', TO_DATE('17-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:55', 'HH24:MI'), 'DELAYED', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE1648', 'R010', 'D034', 'HLL5666', TO_DATE('17-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:13', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE1649', 'R002', 'D007', 'KJB8298', TO_DATE('17-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:10', 'HH24:MI'), 'ON TIME', 34);
INSERT INTO BUSSCHEDULE VALUES ('SE1650', 'R009', 'D030', 'LHI8711', TO_DATE('17-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:50', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE1651', 'R009', 'D024', 'BCN4749', TO_DATE('19-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:42', 'HH24:MI'), 'ON TIME', 7);
INSERT INTO BUSSCHEDULE VALUES ('SE1652', 'R002', 'D011', 'LOG2731', TO_DATE('20-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:45', 'HH24:MI'), 'ON TIME', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE1653', 'R007', 'D022', 'EAK2589', TO_DATE('20-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:29', 'HH24:MI'), 'ON TIME', 27);
INSERT INTO BUSSCHEDULE VALUES ('SE1654', 'R007', 'D029', 'KOE8352', TO_DATE('21-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:50', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE1655', 'R004', 'D032', 'LHI8711', TO_DATE('21-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:53', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE1656', 'R007', 'D004', 'JKE9495', TO_DATE('21-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:56', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE1657', 'R001', 'D032', 'FBG6123', TO_DATE('22-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('16:55', 'HH24:MI'), 'ON TIME', 9);
INSERT INTO BUSSCHEDULE VALUES ('SE1658', 'R008', 'D001', 'FCG2912', TO_DATE('22-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:15', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE1659', 'R009', 'D039', 'GIH5437', TO_DATE('22-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:22', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE1660', 'R009', 'D039', 'KJB8298', TO_DATE('23-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('12:15', 'HH24:MI'), 'ON TIME', 29);
INSERT INTO BUSSCHEDULE VALUES ('SE1661', 'R006', 'D010', 'FMA5211', TO_DATE('23-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:16', 'HH24:MI'), 'ON TIME', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE1662', 'R008', 'D002', 'JLG8441', TO_DATE('23-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('16:17', 'HH24:MI'), 'CANCELLED', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE1663', 'R001', 'D001', 'ELJ4854', TO_DATE('24-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:27', 'HH24:MI'), 'ON TIME', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE1664', 'R009', 'D032', 'GIH5437', TO_DATE('25-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:46', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE1665', 'R001', 'D012', 'ELJ4854', TO_DATE('25-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:54', 'HH24:MI'), 'ON TIME', 34);
INSERT INTO BUSSCHEDULE VALUES ('SE1666', 'R004', 'D040', 'FCG2912', TO_DATE('26-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('11:18', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE1667', 'R010', 'D024', 'EAK2589', TO_DATE('26-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:32', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE1668', 'R007', 'D003', 'MKE1591', TO_DATE('26-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:39', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE1669', 'R010', 'D025', 'KLM1684', TO_DATE('26-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:53', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE1670', 'R002', 'D040', 'CGI2532', TO_DATE('27-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('14:52', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE1671', 'R006', 'D005', 'ILD8716', TO_DATE('27-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:16', 'HH24:MI'), 'DELAYED', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE1672', 'R001', 'D030', 'BAJ1333', TO_DATE('27-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:32', 'HH24:MI'), 'DELAYED', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE1673', 'R006', 'D031', 'OHI2258', TO_DATE('27-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:49', 'HH24:MI'), 'DELAYED', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE1674', 'R008', 'D033', 'HNF8387', TO_DATE('28-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:11', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE1675', 'R009', 'D017', 'KLM1684', TO_DATE('29-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:29', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE1676', 'R006', 'D012', 'JKE9495', TO_DATE('29-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:59', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE1677', 'R004', 'D030', 'CJF1753', TO_DATE('29-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:59', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE1678', 'R006', 'D012', 'KJB8298', TO_DATE('29-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:59', 'HH24:MI'), 'ON TIME', 27);
INSERT INTO BUSSCHEDULE VALUES ('SE1679', 'R005', 'D024', 'CIH6968', TO_DATE('30-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:58', 'HH24:MI'), 'ON TIME', 8);
INSERT INTO BUSSCHEDULE VALUES ('SE1680', 'R001', 'D033', 'HLL5666', TO_DATE('30-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:25', 'HH24:MI'), 'ON TIME', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE1681', 'R002', 'D034', 'JKE9495', TO_DATE('31-JAN-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:32', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE1682', 'R008', 'D018', 'OHI2258', TO_DATE('01-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:19', 'HH24:MI'), 'CANCELLED', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE1683', 'R009', 'D028', 'HGA1514', TO_DATE('01-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:46', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE1684', 'R007', 'D009', 'CIH6968', TO_DATE('01-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:10', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE1685', 'R002', 'D016', 'ELJ4854', TO_DATE('02-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:33', 'HH24:MI'), 'ON TIME', 34);
INSERT INTO BUSSCHEDULE VALUES ('SE1686', 'R005', 'D030', 'FMA5211', TO_DATE('02-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:10', 'HH24:MI'), 'DELAYED', 9);
INSERT INTO BUSSCHEDULE VALUES ('SE1687', 'R004', 'D037', 'CGI2532', TO_DATE('02-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:18', 'HH24:MI'), 'DELAYED', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE1688', 'R009', 'D034', 'HLL5666', TO_DATE('02-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:55', 'HH24:MI'), 'ON TIME', 28);
INSERT INTO BUSSCHEDULE VALUES ('SE1689', 'R004', 'D004', 'BCN4749', TO_DATE('03-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('14:16', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1690', 'R003', 'D035', 'CGI2532', TO_DATE('03-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:30', 'HH24:MI'), 'DELAYED', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE1691', 'R004', 'D003', 'KLM1684', TO_DATE('04-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('12:50', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE1692', 'R002', 'D039', 'HGA1514', TO_DATE('04-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('16:39', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE1693', 'R008', 'D027', 'BCN4749', TO_DATE('04-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:54', 'HH24:MI'), 'DELAYED', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE1694', 'R006', 'D036', 'MKE1591', TO_DATE('04-FEB-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:57', 'HH24:MI'), 'ON TIME', 32);
