INSERT INTO TRANSACTION VALUES ('T00001', 'M1416', TO_DATE('01-Dec-2017', 'DD/MM/YYYY'), 49.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11459', 'M0896', TO_DATE('08-Jul-2019', 'DD/MM/YYYY'), 27.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11460', 'M1062', TO_DATE('08-Jul-2019', 'DD/MM/YYYY'), 47.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11461', 'M0605', TO_DATE('08-Jul-2019', 'DD/MM/YYYY'), 42.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11462', 'M0395', TO_DATE('08-Jul-2019', 'DD/MM/YYYY'), 15.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11463', 'M0574', TO_DATE('08-Jul-2019', 'DD/MM/YYYY'), 37.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11464', 'M1221', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 76.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11465', 'M1366', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 51.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11466', 'M1383', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 193.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11467', 'M0680', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 137.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11468', 'M0910', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 67.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11469', 'M0579', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 78.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11470', 'M1149', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 82.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11471', 'M1003', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 36.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11472', 'M0091', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 37.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11473', 'M0747', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 85.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11474', 'M0820', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 29.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11475', 'M0171', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 116.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11476', 'M0654', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 42.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11477', 'M0589', TO_DATE('09-Jul-2019', 'DD/MM/YYYY'), 20.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11478', 'M1183', TO_DATE('10-Jul-2019', 'DD/MM/YYYY'), 18.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11479', 'M1433', TO_DATE('10-Jul-2019', 'DD/MM/YYYY'), 25.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11480', 'M0137', TO_DATE('10-Jul-2019', 'DD/MM/YYYY'), 103.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11481', 'M0146', TO_DATE('10-Jul-2019', 'DD/MM/YYYY'), 79.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11482', 'M1496', TO_DATE('10-Jul-2019', 'DD/MM/YYYY'), 88.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11483', 'M1467', TO_DATE('10-Jul-2019', 'DD/MM/YYYY'), 114.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11484', 'M0165', TO_DATE('10-Jul-2019', 'DD/MM/YYYY'), 32.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11485', 'M0544', TO_DATE('11-Jul-2019', 'DD/MM/YYYY'), 84.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11486', 'M1347', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 34.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11487', 'M0978', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 11.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11488', 'M0444', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 84.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11489', 'M0171', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 57.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11490', 'M0011', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 34.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11491', 'M1214', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 23.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11492', 'M0497', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 182.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11493', 'M0682', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 27.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11494', 'M0489', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 92.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11495', 'M0960', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 25.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11496', 'M0721', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 129.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11497', 'M0250', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 47.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11498', 'M0765', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 23.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11499', 'M1133', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 79.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11500', 'M1443', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 153.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11501', 'M0149', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 115.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11502', 'M0295', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 142.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11503', 'M0698', TO_DATE('12-Jul-2019', 'DD/MM/YYYY'), 26.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11504', 'M0396', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 21.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11505', 'M0703', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 25.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11506', 'M1367', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 36.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11507', 'M1310', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 55.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11508', 'M0973', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 74.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11509', 'M0013', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 29.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11510', 'M0565', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 69.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11511', 'M1494', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 149.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11512', 'M1258', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 110.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11513', 'M0133', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 129.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11514', 'M0487', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 69.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11515', 'M0621', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 29.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11516', 'M1138', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 33.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11517', 'M0425', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 74.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11518', 'M0074', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 16.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11519', 'M1228', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 15.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11520', 'M1363', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 142.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11521', 'M0186', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 34.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11522', 'M1467', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 105.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11523', 'M1176', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 116.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11524', 'M1344', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 36.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11525', 'M0394', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 141.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11526', 'M0672', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 18.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11527', 'M0971', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 60.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11528', 'M0867', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 48.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11529', 'M1072', TO_DATE('13-Jul-2019', 'DD/MM/YYYY'), 55.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11530', 'M0307', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 76.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11531', 'M0199', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 62.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11532', 'M1044', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 67.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11533', 'M0878', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 68.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11534', 'M0387', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 26.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11535', 'M0670', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 54.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11536', 'M0442', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 83.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11537', 'M0784', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 30.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11538', 'M1495', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 61.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11539', 'M1405', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 16.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11540', 'M1142', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 20.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11541', 'M1155', TO_DATE('14-Jul-2019', 'DD/MM/YYYY'), 93.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11542', 'M1285', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 164.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11543', 'M0360', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 55.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11544', 'M0415', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 112.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11545', 'M0618', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 92.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11546', 'M0797', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 94.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11547', 'M0240', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 62.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11548', 'M0734', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 76.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11549', 'M1490', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 115.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11550', 'M0144', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 69.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11551', 'M0678', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 31.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11552', 'M1393', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 77.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11553', 'M1107', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 42.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11554', 'M1276', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 65.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11555', 'M0979', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 16.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11556', 'M0196', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 179.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11557', 'M1212', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 220.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11558', 'M0382', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 105.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11559', 'M1310', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 76.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11560', 'M0173', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 113.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11561', 'M0061', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 48.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11562', 'M0909', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 88.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11563', 'M0193', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 116.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11564', 'M0631', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 59.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11565', 'M0593', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 70.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11566', 'M1378', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 81.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11567', 'M1417', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 33.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11568', 'M0197', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 10.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11569', 'M0831', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 67.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11570', 'M0661', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 15.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11571', 'M1465', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 48.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11572', 'M1396', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 37.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11573', 'M0167', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 71.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11574', 'M0171', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 64.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11575', 'M1203', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 64.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11576', 'M0979', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 82.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11577', 'M0699', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 23.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11578', 'M1088', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 42.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11579', 'M1094', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 42.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11580', 'M0035', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 29.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11581', 'M0903', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 90.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11582', 'M1346', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 18.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11583', 'M0961', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 61.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11584', 'M0423', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 165.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11585', 'M0562', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 80.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11586', 'M1476', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 23.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11587', 'M0716', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 152.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11588', 'M0453', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 27.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11589', 'M0944', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 117.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11590', 'M0476', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 27.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11591', 'M0142', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 44.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11592', 'M0315', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 63.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11593', 'M1397', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 109.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11594', 'M0195', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 71.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11595', 'M0804', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 69.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11596', 'M0007', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 32.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11597', 'M0448', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 63.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11598', 'M0662', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 37.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11599', 'M1203', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 144.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11600', 'M1031', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 74.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11601', 'M0576', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 174.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11602', 'M0210', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 72.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11603', 'M0859', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 33.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11604', 'M1007', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 31.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11605', 'M0977', TO_DATE('15-Jul-2019', 'DD/MM/YYYY'), 47.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11606', 'M0984', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 69.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11607', 'M1367', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 192.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11608', 'M0473', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 80.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11609', 'M1365', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 76.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11610', 'M0394', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 210.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11611', 'M0218', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 144.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11612', 'M0191', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 156.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11613', 'M0683', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 63.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11614', 'M0511', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 51.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11615', 'M0191', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 36.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11616', 'M1468', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 167.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11617', 'M0466', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 23.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11618', 'M0249', TO_DATE('16-Jul-2019', 'DD/MM/YYYY'), 123.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11619', 'M0735', TO_DATE('17-Jul-2019', 'DD/MM/YYYY'), 92.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11620', 'M0754', TO_DATE('17-Jul-2019', 'DD/MM/YYYY'), 84.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11621', 'M0688', TO_DATE('17-Jul-2019', 'DD/MM/YYYY'), 24.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11622', 'M0985', TO_DATE('17-Jul-2019', 'DD/MM/YYYY'), 59.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11623', 'M1455', TO_DATE('18-Jul-2019', 'DD/MM/YYYY'), 47.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11624', 'M0490', TO_DATE('18-Jul-2019', 'DD/MM/YYYY'), 166.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11625', 'M0805', TO_DATE('18-Jul-2019', 'DD/MM/YYYY'), 125.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11626', 'M0220', TO_DATE('18-Jul-2019', 'DD/MM/YYYY'), 43.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11627', 'M1229', TO_DATE('18-Jul-2019', 'DD/MM/YYYY'), 150.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11628', 'M0112', TO_DATE('18-Jul-2019', 'DD/MM/YYYY'), 37.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11629', 'M1002', TO_DATE('18-Jul-2019', 'DD/MM/YYYY'), 34.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11630', 'M0947', TO_DATE('18-Jul-2019', 'DD/MM/YYYY'), 49.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11631', 'M0805', TO_DATE('19-Jul-2019', 'DD/MM/YYYY'), 47.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11632', 'M1240', TO_DATE('19-Jul-2019', 'DD/MM/YYYY'), 128.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11633', 'M0172', TO_DATE('19-Jul-2019', 'DD/MM/YYYY'), 38.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11634', 'M0160', TO_DATE('19-Jul-2019', 'DD/MM/YYYY'), 33.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11635', 'M0900', TO_DATE('19-Jul-2019', 'DD/MM/YYYY'), 47.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T11636', 'M1237', TO_DATE('19-Jul-2019', 'DD/MM/YYYY'), 43.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11637', 'M1407', TO_DATE('19-Jul-2019', 'DD/MM/YYYY'), 69.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T11638', 'M1058', TO_DATE('19-Jul-2019', 'DD/MM/YYYY'), 159.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11639', 'M0679', TO_DATE('19-Jul-2019', 'DD/MM/YYYY'), 10.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T11640', 'M0084', TO_DATE('20-Jul-2019', 'DD/MM/YYYY'), 16.6, 'E-Wallet');
